"count","city","county","road","number","type","type2","area","area2","GeoJson"
1,"高雄市","岡山區","華崗段","316","特定農業區","農牧用地",1166,1166,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31940931146,22.818283564593],[120.3194502463,22.819197028363],[120.3193388717,22.819201793629],[120.31929670973,22.818288096738],[120.31940931146,22.818283564593]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華崗段"",""地號"":3160000,""ymax"":22.819201793629,""ymin"":22.818283564593,""xmax"":120.3194502463,""xmin"":120.31929670973,""xcenter"":120.31937347801,""ycenter"":22.818742679111}}]}"
2,"高雄市","岡山區","華崗段","317","特定農業區","農牧用地",2350,2350,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31918469927,22.818322026108],[120.31922167136,22.818301676064],[120.31926597895,22.818289104806],[120.31929670973,22.818288096738],[120.3193388717,22.819201793629],[120.3191055507,22.81921173449],[120.31906727203,22.818407202218],[120.31918469927,22.818322026108]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華崗段"",""地號"":3170000,""ymax"":22.81921173449,""ymin"":22.818288096738,""xmax"":120.3193388717,""xmin"":120.31906727203,""xcenter"":120.31920307186,""ycenter"":22.818749915614}}]}"
3,"高雄市","岡山區","華崗段","318","特定農業區","農牧用地",1795,1795,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31906727203,22.818407202218],[120.3191055507,22.81921173449],[120.31889337549,22.819220398189],[120.31885955839,22.81855693432],[120.31906727203,22.818407202218]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華崗段"",""地號"":3180000,""ymax"":22.819220398189,""ymin"":22.818407202218,""xmax"":120.3191055507,""xmin"":120.31885955839,""xcenter"":120.31898255455,""ycenter"":22.818813800204}}]}"
4,"高雄市","岡山區","華崗段","319","特定農業區","農牧用地",1764,1764,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31885955839,22.81855693432],[120.31889337549,22.819220398189],[120.3186268643,22.819231563688],[120.31860275518,22.818741547691],[120.31885955839,22.81855693432]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華崗段"",""地號"":3190000,""ymax"":22.819231563688,""ymin"":22.81855693432,""xmax"":120.31889337549,""xmin"":120.31860275518,""xcenter"":120.31874806534,""ycenter"":22.818894249004}}]}"
5,"高雄市","岡山區","華崗段","320","特定農業區","農牧用地",1046,1046,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31860275518,22.818741547691],[120.3186268643,22.819231563688],[120.31840682223,22.819240420967],[120.31838862813,22.818895581193],[120.31860275518,22.818741547691]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華崗段"",""地號"":3200000,""ymax"":22.819240420967,""ymin"":22.818741547691,""xmax"":120.3186268643,""xmin"":120.31838862813,""xcenter"":120.31850774622,""ycenter"":22.818990984329}}]}"
6,"高雄市","岡山區","華崗段","321","特定農業區","農牧用地",1042,1042,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31833114872,22.818937034899],[120.31838862813,22.818895581193],[120.31840682223,22.819240420967],[120.31832912934,22.819243962382],[120.31833114872,22.818937034899]]],[[[120.31833165053,22.818934986248],[120.31833010915,22.819244650173],[120.31787650239,22.819262989325],[120.31833165053,22.818934986248]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華崗段"",""地號"":3210000,""ymax"":22.819262989325,""ymin"":22.818895581193,""xmax"":120.31840682223,""xmin"":120.31787650239,""xcenter"":120.31814166231,""ycenter"":22.819079285259}}]}"
7,"高雄市","岡山區","華崗段","322","特定農業區","水利用地",870,672,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31833134153,22.818898298425],[120.31917650289,22.818289634048],[120.31921347044,22.818270195452],[120.31926170631,22.818258552443],[120.31992060202,22.818231287196],[120.31993200417,22.818261642104],[120.31990520396,22.818263122801],[120.31962247067,22.818274448645],[120.31960698181,22.818275066117],[120.31955953092,22.818277142189],[120.31940931146,22.818283564593],[120.31929670973,22.818288096738],[120.31926597895,22.818289104806],[120.31922167136,22.818301676064],[120.31918469927,22.818322026108],[120.31906727203,22.818407202218],[120.31885955839,22.81855693432],[120.31860275518,22.818741547691],[120.31838862813,22.818895581193],[120.31833114872,22.818937034899],[120.31833134153,22.818898298425]]],[[[120.31833208914,22.818896250825],[120.31833165053,22.818934986248],[120.31787650239,22.819262989325],[120.3178414713,22.819288360415],[120.31778689177,22.819290405436],[120.31833208914,22.818896250825]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華崗段"",""地號"":3220000,""ymax"":22.819290405436,""ymin"":22.818231287196,""xmax"":120.31993200417,""xmin"":120.31778689177,""xcenter"":120.31885944797,""ycenter"":22.818760846316}}]}"
8,"高雄市","岡山區","華興段","493-2","特定農業區","水利用地",703,350,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31915886079,22.818281771393],[120.31916500037,22.818277341772],[120.31917113794,22.81827331722],[120.31917749398,22.8182692936],[120.31918187566,22.818266881856],[120.31918647581,22.818264471044],[120.31919107596,22.818262060232],[120.31919567511,22.818259851954],[120.31920027324,22.818257846211],[120.31920508986,22.818255841401],[120.31920990547,22.818254039125],[120.31921493956,22.818252237782],[120.31921975316,22.818250840574],[120.31922478624,22.818249241765],[120.31922981731,22.818248048025],[120.31923484838,22.818246854284],[120.31923987945,22.818245660544],[120.31924490952,22.818244669337],[120.31925015705,22.818243881598],[120.31991995072,22.818215752872],[120.31998988026,22.818212810656],[120.32181110809,22.818135910177],[120.32180162522,22.818153693229],[120.3192592597,22.818258705802],[120.31921484996,22.818270263338],[120.31917892467,22.818289148499],[120.31877569202,22.818578675895],[120.31833254905,22.818897197075],[120.31833265188,22.818876538578],[120.31915886079,22.818281771393]]],[[[120.31833243542,22.818876132574],[120.31833233158,22.818896993606],[120.31778896441,22.819290631366],[120.31775684062,22.819291911613],[120.31833243542,22.818876132574]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":4930002,""ymax"":22.819291911613,""ymin"":22.818135910177,""xmax"":120.32181110809,""xmin"":120.31775684062,""xcenter"":120.31978397436,""ycenter"":22.818713910895}}]}"
9,"高雄市","岡山區","華興段","550","特定農業區","農牧用地",1991,1991,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31876830073,22.818000193979],[120.31878036969,22.81825321632],[120.31862870863,22.818259859355],[120.31861886001,22.817999757648],[120.31876830073,22.818000193979]]],[[[120.31858288537,22.817325960324],[120.3188405304,22.817315111939],[120.31885535698,22.817628705139],[120.3187484545,22.817641615753],[120.31876547461,22.817997346357],[120.31861363163,22.817996697215],[120.31858288537,22.817325960324]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":5500000,""ymax"":22.818259859355,""ymin"":22.817315111939,""xmax"":120.31885535698,""xmin"":120.31858288537,""xcenter"":120.31871912118,""ycenter"":22.817787485647}}]}"
10,"高雄市","岡山區","華興段","550-1","特定農業區","農牧用地",2382,2382,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31861886001,22.817999757648],[120.31862870863,22.818259859355],[120.31840602559,22.818269439123],[120.31839251365,22.817999194813],[120.31861886001,22.817999757648]]],[[[120.31858288537,22.817325960324],[120.31861363163,22.817996697215],[120.31838881765,22.81799553331],[120.3183564877,22.81733592925],[120.31858288537,22.817325960324]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":5500001,""ymax"":22.818269439123,""ymin"":22.817325960324,""xmax"":120.31862870863,""xmin"":120.3183564877,""xcenter"":120.31849259816,""ycenter"":22.817797699723}}]}"
11,"高雄市","岡山區","華興段","551","特定農業區","農牧用地",1036,1036,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31833783285,22.818099015015],[120.31833876779,22.817998964935],[120.31839251365,22.817999194813],[120.31840602559,22.818269439123],[120.31833631449,22.818272381577],[120.31833783285,22.818099015015]]],[[[120.31834162817,22.81733647331],[120.3183564877,22.81733592925],[120.31838881765,22.81799553331],[120.31833900341,22.817995522786],[120.31834162817,22.81733647331]]],[[[120.31832041555,22.817998886436],[120.31833636453,22.817998954656],[120.31833521302,22.818274199714],[120.31831095474,22.818275513721],[120.31829660032,22.817998987106],[120.31832041555,22.817998886436]]],[[[120.31828741437,22.817342520117],[120.31833942424,22.817340312118],[120.31833942323,22.817340514652],[120.31833572018,22.817996723975],[120.31832020816,22.817996657624],[120.31829748533,22.817996762966],[120.31826337674,22.817343429987],[120.31828741437,22.817342520117]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":5510000,""ymax"":22.818275513721,""ymin"":22.81733592925,""xmax"":120.31840602559,""xmin"":120.31826337674,""xcenter"":120.31833470116,""ycenter"":22.817805721485}}]}"
12,"高雄市","岡山區","華興段","553","特定農業區","農牧用地",2538,2538,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31829660032,22.817998987106],[120.31831095474,22.818275513721],[120.31807100371,22.818286639464],[120.31805561689,22.817998158641],[120.31829660032,22.817998987106]]],[[[120.31826337674,22.817343429987],[120.31829748533,22.817996762966],[120.3180554095,22.817995929829],[120.31802365188,22.817353341428],[120.31826337674,22.817343429987]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":5530000,""ymax"":22.818286639464,""ymin"":22.817343429987,""xmax"":120.31831095474,""xmin"":120.31802365188,""xcenter"":120.31816730331,""ycenter"":22.817815034725}}]}"
13,"高雄市","岡山區","華興段","554","特定農業區","農牧用地",1865,1865,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31805561689,22.817998158641],[120.31807100371,22.818286639464],[120.31789355697,22.81829418415],[120.3178790858,22.817997403155],[120.31805561689,22.817998158641]]],[[[120.31802365188,22.817353341428],[120.3180554095,22.817995929829],[120.31787975233,22.817995178083],[120.3178477367,22.817360690104],[120.31802365188,22.817353341428]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":5540000,""ymax"":22.81829418415,""ymin"":22.817353341428,""xmax"":120.31807100371,""xmin"":120.3178477367,""xcenter"":120.31795937021,""ycenter"":22.817823762789}}]}"
14,"高雄市","岡山區","華興段","554-1","特定農業區","農牧用地",1709,1709,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.3178790858,22.817997403155],[120.31789355697,22.81829418415],[120.31773512097,22.818301202412],[120.31771872317,22.817996514155],[120.3178790858,22.817997403155]]],[[[120.3178477367,22.817360690104],[120.31787975233,22.817995178083],[120.31771501811,22.817994675445],[120.31768646358,22.817367291118],[120.3178477367,22.817360690104]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":5540001,""ymax"":22.818301202412,""ymin"":22.817360690104,""xmax"":120.31789355697,""xmin"":120.31768646358,""xcenter"":120.31779001028,""ycenter"":22.817830946258}}]}"
15,"高雄市","岡山區","華興段","563","特定農業區","水利用地",1545,420,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31905948783,22.818274257969],[120.31901490793,22.818276092868],[120.31868951832,22.818289487436],[120.31833615118,22.818305192134],[120.31833631449,22.818272381577],[120.31840602559,22.818269439123],[120.31862870863,22.818259859355],[120.31878036969,22.81825321632],[120.31880812263,22.818252119718],[120.31892743964,22.818247161137],[120.31894251775,22.818246617959],[120.3191057582,22.818240024099],[120.31912833409,22.818225537771],[120.31917981571,22.818197807379],[120.31923998011,22.818181456224],[120.31987371935,22.818154186363],[120.31989644724,22.818153068125],[120.31991995072,22.818215752872],[120.31925015705,22.818243881598],[120.31924490952,22.818244669337],[120.31923987945,22.818245660544],[120.31923484838,22.818246854284],[120.31922981731,22.818248048025],[120.31922478624,22.818249241765],[120.31921975316,22.818250840574],[120.31921493956,22.818252237782],[120.31920990547,22.818254039125],[120.31920508986,22.818255841401],[120.31920027324,22.818257846211],[120.31919567511,22.818259851954],[120.31919107596,22.818262060232],[120.31918647581,22.818264471044],[120.31918187566,22.818266881856],[120.31917749398,22.8182692936],[120.3191261392,22.818271504665],[120.31905948783,22.818274257969]]],[[[120.31655089647,22.818353041533],[120.31678844035,22.818342717919],[120.31690579217,22.818337549891],[120.31715339011,22.818326458672],[120.31729893183,22.818320195908],[120.31743638878,22.818314100923],[120.31757318928,22.818308205546],[120.31773512097,22.818301202412],[120.31789355697,22.81829418415],[120.31807100371,22.818286639464],[120.31831095474,22.818275513721],[120.31833521302,22.818274199714],[120.31833505576,22.818305795065],[120.31805183665,22.818318558546],[120.31784750881,22.818327608459],[120.31760406503,22.81833811093],[120.31740432824,22.818346572316],[120.31730620768,22.818350810403],[120.31716700386,22.818356695252],[120.31692749365,22.818367011002],[120.31676796615,22.818373821082],[120.3165184028,22.818384700732],[120.31637504579,22.818390972153],[120.31637279417,22.818360581711],[120.31637519744,22.81836059202],[120.31655089647,22.818353041533]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":5630000,""ymax"":22.818390972153,""ymin"":22.818153068125,""xmax"":120.31991995072,""xmin"":120.31637279417,""xcenter"":120.31814637244,""ycenter"":22.818272020139}}]}"
16,"高雄市","岡山區","華興段","572","特定農業區","農牧用地",1616,1616,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31808410105,22.818947173879],[120.31788828871,22.819088720496],[120.31784750881,22.818327608459],[120.31805183665,22.818318558546],[120.31808410105,22.818947173879]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":5720000,""ymax"":22.819088720496,""ymin"":22.818318558546,""xmax"":120.31808410105,""xmin"":120.31784750881,""xcenter"":120.31796580493,""ycenter"":22.818703639521}}]}"
